ad_id,ad_text,industry,platform,date,day_of_week,hour,impressions,clicks,ctr,cpc,cost,conversions,cvr,revenue,roi,sentiment_score,performance
AD_0606,⭐ Award-winning software trusted by industry leaders,tech,Facebook,2024-01-13,Saturday,9,8452,141,0.0168,1.24,174.42,4,0.0313,1384.5,6.938,0.55,High
AD_0607,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Facebook,2024-10-25,Friday,4,20053,295,0.0147,1.11,326.0,6,0.022,547.67,0.68,0.5,High
AD_0608,🔬 Cutting-edge medical technology at your service,healthcare,Google Ads,2024-12-12,Thursday,12,7135,236,0.0332,3.27,772.17,6,0.0288,871.61,0.129,0.5,Medium
AD_0609,⚕️ Trusted healthcare providers in your area,healthcare,Twitter,2024-05-25,Saturday,2,28564,93,0.0033,1.08,100.42,2,0.0249,250.66,1.496,0.55,High
AD_0610,"💸 Save more, spend wisely. Download our app!",finance,Facebook,2024-02-16,Friday,5,6581,135,0.0206,0.65,88.28,1,0.0124,146.8,0.663,0.65,High
AD_0611,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Instagram,2024-10-09,Wednesday,7,41708,487,0.0117,0.1,48.7,8,0.0178,708.59,13.55,0.5,High
AD_0612,🚀 Revolutionary AI software that transforms your business operations!,tech,Instagram,2024-04-25,Thursday,14,1864,22,0.0122,1.11,24.44,0,0.0122,0.0,-1.0,0.65,Low
AD_0613,⚕️ Trusted healthcare providers in your area,healthcare,Facebook,2024-11-15,Friday,7,41542,915,0.022,1.31,1197.52,32,0.0359,2009.68,0.678,0.55,High
AD_0614,🔒 Protect your assets with our secure solutions,finance,Google Ads,2024-05-14,Tuesday,4,33467,1108,0.0331,2.29,2535.47,10,0.0095,1417.27,-0.441,0.55,Low
AD_0615,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,Facebook,2024-12-30,Monday,23,21350,311,0.0146,1.67,519.09,4,0.0139,216.77,-0.582,0.5,Low
AD_0616,🚀 Revolutionary AI software that transforms your business operations!,tech,Google Ads,2024-11-10,Sunday,21,35844,1964,0.0548,3.64,7152.6,28,0.0146,9978.97,0.395,0.65,Medium
AD_0617,🏥 Book your health checkup online. Easy scheduling!,healthcare,Instagram,2024-04-03,Wednesday,6,48315,442,0.0092,1.14,503.1,13,0.0304,1943.63,2.863,0.5,High
AD_0618,💻 Cut costs by 40% with our automated solutions. Try free trial!,tech,LinkedIn,2024-08-18,Sunday,1,7828,110,0.0141,3.5,384.95,4,0.0385,1329.01,2.452,0.65,High
AD_0619,🏥 Book your health checkup online. Easy scheduling!,healthcare,Instagram,2024-04-05,Friday,23,11450,134,0.0117,0.22,29.39,3,0.0228,197.65,5.724,0.5,High
AD_0620,🌟 Transform your business with AI. Limited time offer!,tech,Google Ads,2024-06-19,Wednesday,7,34691,1070,0.0309,1.44,1542.38,44,0.0418,14967.39,8.704,0.75,High
AD_0621,💰 Secure your financial future with our investment platform,finance,LinkedIn,2024-02-24,Saturday,16,29621,247,0.0083,4.12,1017.09,3,0.0152,427.83,-0.579,0.55,Low
AD_0622,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,LinkedIn,2024-11-12,Tuesday,23,34709,131,0.0038,3.75,491.26,8,0.0646,849.17,0.729,0.5,High
AD_0623,🌟 Premium quality at unbeatable prices,ecommerce,Facebook,2024-04-02,Tuesday,9,31771,626,0.0197,1.4,874.75,17,0.0273,1917.39,1.192,0.8,High
AD_0624,💳 Get approved for loans in 24 hours. Apply today!,finance,Instagram,2024-06-09,Sunday,9,8833,68,0.0078,0.94,63.95,0,0.0107,0.0,-1.0,0.6,Low
AD_0625,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,LinkedIn,2024-08-04,Sunday,18,22199,323,0.0146,3.81,1230.37,6,0.0204,657.12,-0.466,0.7,Low
AD_0626,🎯 Financial planning made simple. Book consultation,finance,Instagram,2024-08-03,Saturday,15,25941,444,0.0171,0.77,341.16,3,0.0077,254.1,-0.255,0.5,Low
AD_0627,💡 Innovation meets efficiency. Discover our tech solutions,tech,Instagram,2024-09-06,Friday,21,18130,174,0.0096,1.42,246.55,4,0.0239,1101.48,3.468,0.5,High
AD_0628,🔬 Cutting-edge medical technology at your service,healthcare,Facebook,2024-09-27,Friday,13,37386,574,0.0154,0.18,102.29,0,0.001,0.0,-1.0,0.5,Low
AD_0629,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Google Ads,2024-04-26,Friday,12,31254,505,0.0162,1.14,578.0,6,0.0119,1199.16,1.075,0.5,High
AD_0630,🔒 Protect your assets with our secure solutions,finance,Google Ads,2024-04-03,Wednesday,7,37358,435,0.0117,1.31,568.31,8,0.0189,1247.18,1.195,0.55,High
AD_0631,👗 New collection just dropped. Be the first to shop!,ecommerce,Facebook,2024-11-08,Friday,14,46436,1388,0.0299,0.94,1304.31,32,0.0234,2173.27,0.666,0.65,High
AD_0632,🌟 Transform your business with AI. Limited time offer!,tech,Instagram,2024-06-10,Monday,17,9693,150,0.0155,0.83,124.93,4,0.0325,795.68,5.369,0.75,High
AD_0633,🎯 Financial planning made simple. Book consultation,finance,Instagram,2024-04-04,Thursday,8,29412,375,0.0128,1.41,529.05,3,0.0086,311.23,-0.412,0.5,Low
AD_0634,"💸 Save more, spend wisely. Download our app!",finance,Google Ads,2024-09-08,Sunday,2,49785,2533,0.0509,4.19,10622.26,66,0.0264,10397.53,-0.021,0.65,Low
AD_0635,🔬 Cutting-edge medical technology at your service,healthcare,Google Ads,2024-02-05,Monday,17,6037,242,0.0401,4.86,1176.51,6,0.0251,1041.65,-0.115,0.5,Low
AD_0636,💰 Secure your financial future with our investment platform,finance,LinkedIn,2024-04-14,Sunday,12,7411,61,0.0083,2.34,142.51,1,0.0196,175.64,0.232,0.55,Medium
AD_0637,💻 Cut costs by 40% with our automated solutions. Try free trial!,tech,Facebook,2024-03-14,Thursday,18,10927,220,0.0201,0.81,178.09,5,0.0267,1777.72,8.982,0.65,High
AD_0638,🔒 Protect your assets with our secure solutions,finance,Google Ads,2024-03-22,Friday,10,20878,888,0.0426,3.78,3357.88,9,0.0111,1691.93,-0.496,0.55,Low
AD_0639,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,Facebook,2024-03-23,Saturday,6,4956,142,0.0288,0.8,113.69,5,0.0383,237.34,1.088,0.7,High
AD_0640,⭐ Award-winning software trusted by industry leaders,tech,Instagram,2024-12-21,Saturday,7,42850,497,0.0116,0.45,226.02,1,0.0029,329.8,0.459,0.55,Medium
AD_0641,🎯 Financial planning made simple. Book consultation,finance,Instagram,2024-12-21,Saturday,7,19565,324,0.0166,1.09,351.6,0,0.001,0.0,-1.0,0.5,Low
AD_0642,⚡ Lightning deals! Save big on trending products,ecommerce,Facebook,2024-05-27,Monday,14,6798,154,0.0228,1.01,156.13,2,0.0149,184.26,0.18,0.8,Medium
AD_0643,⚡ Lightning deals! Save big on trending products,ecommerce,Instagram,2024-04-11,Thursday,11,7559,72,0.0096,1.12,80.43,4,0.0569,374.09,3.651,0.8,High
AD_0644,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,Facebook,2024-02-08,Thursday,23,41902,658,0.0157,1.79,1178.78,5,0.0078,562.17,-0.523,0.5,Low
AD_0645,🔬 Cutting-edge medical technology at your service,healthcare,Facebook,2024-12-21,Saturday,6,12781,164,0.0129,0.6,98.0,4,0.0303,431.96,3.408,0.5,High
AD_0646,🌟 Premium quality at unbeatable prices,ecommerce,Twitter,2024-06-09,Sunday,1,44129,308,0.007,0.98,303.08,14,0.0459,726.32,1.397,0.8,High
AD_0647,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Facebook,2024-01-07,Sunday,8,39220,610,0.0156,0.85,516.92,6,0.0111,812.96,0.573,0.5,High
AD_0648,"💚 Your health, our priority. Comprehensive care plans",healthcare,LinkedIn,2024-02-29,Thursday,6,35581,336,0.0095,4.23,1422.64,13,0.041,1839.11,0.293,0.5,Medium
AD_0649,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,Facebook,2024-05-27,Monday,18,48115,623,0.013,1.1,682.21,30,0.0487,3203.72,3.696,0.5,High
AD_0650,🔒 Protect your assets with our secure solutions,finance,Facebook,2024-08-01,Thursday,20,49068,809,0.0165,1.02,828.18,18,0.0235,994.43,0.201,0.55,Medium
AD_0651,⚡ Lightning deals! Save big on trending products,ecommerce,Facebook,2024-10-23,Wednesday,15,21590,280,0.013,2.05,573.91,24,0.086,1340.94,1.337,0.8,High
AD_0652,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,Instagram,2024-03-06,Wednesday,23,33230,462,0.0139,1.02,472.53,2,0.0061,199.24,-0.578,0.5,Low
AD_0653,👗 New collection just dropped. Be the first to shop!,ecommerce,Facebook,2024-02-24,Saturday,23,43049,853,0.0198,0.94,804.42,18,0.0214,1531.35,0.904,0.65,High
AD_0654,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Google Ads,2024-12-22,Sunday,17,35552,1123,0.0316,3.95,4432.52,33,0.0299,4464.61,0.007,0.5,Medium
AD_0655,🚀 Revolutionary AI software that transforms your business operations!,tech,Google Ads,2024-11-21,Thursday,2,15892,661,0.0416,2.55,1682.63,14,0.0215,2058.91,0.224,0.65,Medium
AD_0656,🚀 Revolutionary AI software that transforms your business operations!,tech,Google Ads,2024-06-09,Sunday,4,21918,724,0.033,3.58,2590.4,30,0.0422,5427.2,1.095,0.65,High
AD_0657,📈 Grow your wealth with expert financial advice. Start now!,finance,Google Ads,2024-10-01,Tuesday,4,6296,195,0.0311,2.54,495.01,2,0.0125,486.99,-0.016,0.65,Low
AD_0658,"🔥 Join 10,000+ companies using our AI-powered platform",tech,Instagram,2024-07-15,Monday,14,15997,296,0.0185,1.79,529.28,10,0.0345,1878.7,2.55,0.65,High
AD_0659,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,Google Ads,2024-08-27,Tuesday,20,32658,1132,0.0347,1.33,1501.17,65,0.0574,7787.24,4.187,0.7,High
AD_0660,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,LinkedIn,2024-01-07,Sunday,0,19324,96,0.005,2.48,237.9,4,0.0457,284.42,0.196,0.5,Medium
AD_0661,🏥 Book your health checkup online. Easy scheduling!,healthcare,Instagram,2024-01-07,Sunday,16,30351,438,0.0144,0.68,295.67,7,0.0182,419.21,0.418,0.5,Medium
AD_0662,⚡ Lightning deals! Save big on trending products,ecommerce,Facebook,2024-01-07,Sunday,16,5340,71,0.0134,1.79,127.0,5,0.0768,437.58,2.446,0.8,High
AD_0663,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Instagram,2024-02-11,Sunday,3,15678,173,0.0111,1.98,341.95,4,0.0259,442.36,0.294,0.5,Medium
AD_0664,💳 Get approved for loans in 24 hours. Apply today!,finance,Facebook,2024-03-15,Friday,19,43481,517,0.0119,1.47,761.29,12,0.0234,1706.5,1.242,0.6,High
AD_0665,🌟 Premium quality at unbeatable prices,ecommerce,Facebook,2024-04-13,Saturday,12,3881,69,0.0179,0.91,62.55,1,0.0252,78.52,0.255,0.8,Medium
AD_0666,💡 Innovation meets efficiency. Discover our tech solutions,tech,Instagram,2024-06-06,Thursday,14,23499,96,0.0041,1.48,141.87,2,0.0245,231.65,0.633,0.5,High
AD_0667,💳 Get approved for loans in 24 hours. Apply today!,finance,Facebook,2024-04-26,Friday,21,1220,9,0.008,1.59,14.33,0,0.014,0.0,-1.0,0.6,Low
AD_0668,🚀 Revolutionary AI software that transforms your business operations!,tech,Instagram,2024-02-06,Tuesday,12,38344,552,0.0144,1.33,734.52,9,0.0168,1819.16,1.477,0.65,High
AD_0669,⚕️ Trusted healthcare providers in your area,healthcare,Facebook,2024-08-02,Friday,15,41581,757,0.0182,0.32,241.7,10,0.0138,1251.39,4.177,0.55,High
AD_0670,🚀 Revolutionary AI software that transforms your business operations!,tech,LinkedIn,2024-09-29,Sunday,5,48645,522,0.0107,2.37,1234.77,19,0.0375,7114.21,4.762,0.65,High
AD_0671,⭐ Award-winning software trusted by industry leaders,tech,Facebook,2024-11-24,Sunday,13,1515,32,0.0216,0.41,13.2,1,0.0438,338.69,24.654,0.55,High
AD_0672,📦 Free shipping on orders over $50. Limited time!,ecommerce,Instagram,2024-12-13,Friday,16,10873,275,0.0254,0.41,112.26,12,0.0451,981.53,7.743,0.75,High
AD_0673,"🔥 Join 10,000+ companies using our AI-powered platform",tech,Facebook,2024-03-23,Saturday,22,38480,497,0.0129,1.52,757.3,16,0.0336,3727.03,3.921,0.65,High
AD_0674,"💚 Your health, our priority. Comprehensive care plans",healthcare,Facebook,2024-01-19,Friday,2,13940,179,0.0129,1.02,183.37,1,0.0087,147.33,-0.197,0.5,Low
AD_0675,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,Instagram,2024-03-10,Sunday,10,33567,370,0.011,1.43,530.13,16,0.0457,1524.74,1.876,0.7,High
AD_0676,"🔥 Join 10,000+ companies using our AI-powered platform",tech,LinkedIn,2024-08-15,Thursday,4,1178,10,0.0086,2.46,24.64,0,0.0224,0.0,-1.0,0.65,Low
AD_0677,💊 Prescription delivery to your door. Order now!,healthcare,Facebook,2024-04-26,Friday,5,29022,755,0.026,0.7,526.27,0,0.001,0.0,-1.0,0.6,Low
AD_0678,🎯 Financial planning made simple. Book consultation,finance,Google Ads,2024-09-19,Thursday,17,6074,294,0.0485,3.26,959.65,6,0.0212,912.32,-0.049,0.5,Low
AD_0679,🔥 Hot deals alert! Don't miss out on savings,ecommerce,LinkedIn,2024-10-20,Sunday,23,2515,28,0.0115,4.25,118.92,0,0.0108,0.0,-1.0,0.75,Low
AD_0680,📈 Grow your wealth with expert financial advice. Start now!,finance,Facebook,2024-07-13,Saturday,23,21039,255,0.0121,1.18,301.72,4,0.0188,463.4,0.536,0.65,High
AD_0681,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,Google Ads,2024-02-07,Wednesday,13,34798,1803,0.0518,2.58,4659.06,91,0.0506,8482.94,0.821,0.7,High
AD_0682,📈 Grow your wealth with expert financial advice. Start now!,finance,Facebook,2024-05-12,Sunday,19,20581,390,0.019,1.27,494.54,6,0.0173,336.65,-0.319,0.65,Low
AD_0683,🔬 Cutting-edge medical technology at your service,healthcare,Instagram,2024-01-12,Friday,20,29129,239,0.0082,1.01,241.78,4,0.0199,461.26,0.908,0.5,High
AD_0684,💎 Luxury items at affordable prices. Shop today!,ecommerce,Facebook,2024-07-09,Tuesday,7,5922,65,0.0111,1.56,101.58,3,0.0542,209.31,1.06,0.6,High
AD_0685,🔥 Hot deals alert! Don't miss out on savings,ecommerce,Facebook,2024-06-16,Sunday,5,18719,459,0.0245,1.62,742.99,32,0.0714,3701.76,3.982,0.75,High
AD_0686,💊 Prescription delivery to your door. Order now!,healthcare,Instagram,2024-10-26,Saturday,19,1463,23,0.0163,0.83,19.08,0,0.0181,0.0,-1.0,0.6,Low
AD_0687,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,Facebook,2024-10-03,Thursday,2,9881,156,0.0158,1.79,279.24,9,0.0606,321.71,0.152,0.5,Medium
AD_0688,🎯 Smart automation for modern businesses. Get started today!,tech,Google Ads,2024-02-29,Thursday,12,43543,2407,0.0553,2.39,5745.36,83,0.0348,25975.69,3.521,0.6,High
AD_0689,🎯 Financial planning made simple. Book consultation,finance,Facebook,2024-05-02,Thursday,11,12516,214,0.0171,1.65,353.08,1,0.0091,130.93,-0.629,0.5,Low
AD_0690,💻 Cut costs by 40% with our automated solutions. Try free trial!,tech,Instagram,2024-01-03,Wednesday,9,36918,344,0.0093,0.52,178.55,10,0.0298,2640.47,13.789,0.65,High
AD_0691,🔬 Cutting-edge medical technology at your service,healthcare,Instagram,2024-10-22,Tuesday,8,48662,423,0.0087,0.67,281.39,8,0.0206,1060.11,2.767,0.5,High
AD_0692,⚡ Speed up your workflow with cutting-edge technology,tech,Twitter,2024-02-03,Saturday,5,42505,285,0.0067,0.84,239.94,2,0.0081,302.63,0.261,0.65,Medium
AD_0693,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,Google Ads,2024-08-04,Sunday,17,6596,42,0.0064,3.44,144.59,0,0.0133,0.0,-1.0,0.5,Low
AD_0694,💊 Prescription delivery to your door. Order now!,healthcare,Google Ads,2024-01-11,Thursday,2,16960,139,0.0082,1.1,153.31,0,0.0049,0.0,-1.0,0.6,Low
AD_0695,📦 Free shipping on orders over $50. Limited time!,ecommerce,Google Ads,2024-08-19,Monday,19,8951,318,0.0356,3.08,980.31,16,0.0532,1617.23,0.65,0.75,High
AD_0696,🔥 Hot deals alert! Don't miss out on savings,ecommerce,Facebook,2024-01-05,Friday,9,42821,851,0.0199,1.46,1242.63,51,0.0611,3930.6,2.163,0.75,High
AD_0697,⚕️ Trusted healthcare providers in your area,healthcare,Google Ads,2024-10-29,Tuesday,2,25426,539,0.0212,2.09,1127.25,7,0.0135,971.36,-0.138,0.55,Low
AD_0698,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Facebook,2024-09-23,Monday,12,24488,383,0.0157,1.06,406.58,7,0.0207,736.99,0.813,0.5,High
AD_0699,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Google Ads,2024-04-14,Sunday,9,44066,1503,0.0341,2.45,3681.28,38,0.0259,7080.76,0.923,0.5,High
AD_0700,💎 Luxury items at affordable prices. Shop today!,ecommerce,Facebook,2024-02-26,Monday,2,7256,164,0.0227,0.98,161.52,12,0.0752,785.65,3.864,0.6,High
AD_0701,🎯 Financial planning made simple. Book consultation,finance,Google Ads,2024-04-17,Wednesday,13,7391,280,0.0379,2.48,693.76,5,0.0199,331.79,-0.522,0.5,Low
AD_0702,💎 Luxury items at affordable prices. Shop today!,ecommerce,Facebook,2024-10-30,Wednesday,2,29464,535,0.0182,1.32,705.18,10,0.0197,1112.84,0.578,0.6,High
AD_0703,⚡ Lightning deals! Save big on trending products,ecommerce,Facebook,2024-04-05,Friday,23,28314,316,0.0112,0.95,300.76,4,0.015,335.34,0.115,0.8,Medium
AD_0704,🩺 Advanced healthcare solutions for better living,healthcare,Google Ads,2024-06-26,Wednesday,3,13746,351,0.0256,0.5,174.46,6,0.0198,917.86,4.261,0.5,High
AD_0705,📊 Smart investment tools for modern investors,finance,Google Ads,2024-01-03,Wednesday,12,5368,179,0.0334,2.17,389.02,4,0.0234,384.16,-0.013,0.5,Low
AD_0706,🔥 Hot deals alert! Don't miss out on savings,ecommerce,LinkedIn,2024-11-08,Friday,10,35678,381,0.0107,4.12,1570.72,18,0.0477,2003.02,0.275,0.75,Medium
AD_0707,🔬 Cutting-edge medical technology at your service,healthcare,Facebook,2024-06-16,Sunday,20,1060,14,0.0141,1.31,18.28,0,0.0052,0.0,-1.0,0.5,Low
AD_0708,📊 Smart investment tools for modern investors,finance,Facebook,2024-05-04,Saturday,19,33016,496,0.015,1.8,894.91,5,0.0102,549.55,-0.386,0.5,Low
AD_0709,🔒 Protect your assets with our secure solutions,finance,Facebook,2024-05-02,Thursday,5,14327,131,0.0092,0.43,56.57,2,0.0196,221.87,2.922,0.55,High
AD_0710,🔬 Cutting-edge medical technology at your service,healthcare,Facebook,2024-04-23,Tuesday,23,35629,540,0.0152,0.26,137.76,5,0.0099,916.98,5.656,0.5,High
AD_0711,🩺 Advanced healthcare solutions for better living,healthcare,Instagram,2024-05-06,Monday,12,31930,355,0.0111,0.62,220.97,2,0.0074,110.9,-0.498,0.5,Low
AD_0712,🔥 Hot deals alert! Don't miss out on savings,ecommerce,Facebook,2024-05-21,Tuesday,3,40886,735,0.018,1.4,1027.39,44,0.0612,3995.98,2.889,0.75,High
AD_0713,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Facebook,2024-09-21,Saturday,17,15201,230,0.0152,2.1,483.89,5,0.0249,622.76,0.287,0.5,Medium
AD_0714,⭐ Award-winning software trusted by industry leaders,tech,Google Ads,2024-10-02,Wednesday,6,42505,1010,0.0238,2.99,3017.44,47,0.0466,3001.0,-0.005,0.55,Low
AD_0715,"💚 Your health, our priority. Comprehensive care plans",healthcare,Instagram,2024-11-18,Monday,22,4114,57,0.0139,1.36,77.4,1,0.018,100.98,0.305,0.5,Medium
AD_0716,🌟 Transform your business with AI. Limited time offer!,tech,Google Ads,2024-09-18,Wednesday,15,36398,922,0.0253,3.82,3522.21,36,0.0396,11495.91,2.264,0.75,High
AD_0717,📊 Smart investment tools for modern investors,finance,Instagram,2024-04-03,Wednesday,8,47270,493,0.0104,0.39,194.1,10,0.0209,2364.53,11.182,0.5,High
AD_0718,🎯 Financial planning made simple. Book consultation,finance,LinkedIn,2024-11-02,Saturday,12,13861,136,0.0098,7.01,952.88,1,0.0113,174.01,-0.817,0.5,Low
AD_0719,⭐ Award-winning software trusted by industry leaders,tech,Google Ads,2024-08-20,Tuesday,15,23641,732,0.031,2.99,2191.36,16,0.0219,4961.3,1.264,0.55,High
AD_0720,⚕️ Trusted healthcare providers in your area,healthcare,Instagram,2024-07-30,Tuesday,1,46156,517,0.0112,0.94,485.71,7,0.0136,780.21,0.606,0.55,High
AD_0721,📦 Free shipping on orders over $50. Limited time!,ecommerce,Facebook,2024-02-12,Monday,7,32376,346,0.0107,1.31,452.05,19,0.0561,1321.57,1.923,0.75,High
AD_0722,👗 New collection just dropped. Be the first to shop!,ecommerce,Google Ads,2024-09-08,Sunday,19,20267,992,0.049,1.91,1897.56,46,0.0467,5505.59,1.901,0.65,High
AD_0723,🌟 Transform your business with AI. Limited time offer!,tech,LinkedIn,2024-10-19,Saturday,10,36089,528,0.0146,6.88,3632.59,8,0.0168,2641.57,-0.273,0.75,Low
AD_0724,💊 Prescription delivery to your door. Order now!,healthcare,Instagram,2024-01-05,Friday,3,33924,475,0.014,0.94,444.67,12,0.0262,1381.28,2.106,0.6,High
AD_0725,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,Instagram,2024-07-17,Wednesday,23,12468,192,0.0154,1.1,210.66,5,0.0308,199.62,-0.052,0.5,Low
AD_0726,🔒 Protect your assets with our secure solutions,finance,Facebook,2024-05-25,Saturday,12,14016,240,0.0172,1.28,308.22,1,0.0071,189.55,-0.385,0.55,Low
AD_0727,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Instagram,2024-05-13,Monday,0,12049,125,0.0104,1.18,148.12,0,0.0019,0.0,-1.0,0.5,Low
AD_0728,💊 Prescription delivery to your door. Order now!,healthcare,Google Ads,2024-04-24,Wednesday,13,24600,1265,0.0515,1.56,1978.27,22,0.0177,3433.29,0.736,0.6,High
AD_0729,💻 Cut costs by 40% with our automated solutions. Try free trial!,tech,Instagram,2024-11-18,Monday,23,19733,285,0.0145,1.23,350.14,5,0.0206,1270.65,2.629,0.65,High
AD_0730,"💸 Save more, spend wisely. Download our app!",finance,Instagram,2024-05-01,Wednesday,10,30813,378,0.0123,0.98,371.71,4,0.0125,949.2,1.554,0.65,High
AD_0731,🩺 Advanced healthcare solutions for better living,healthcare,Instagram,2024-07-21,Sunday,15,14647,245,0.0168,0.44,107.13,2,0.0086,287.31,1.682,0.5,High
AD_0732,💎 Luxury items at affordable prices. Shop today!,ecommerce,Facebook,2024-02-07,Wednesday,14,18107,262,0.0145,2.41,631.87,5,0.0215,89.39,-0.859,0.6,Low
AD_0733,🔬 Cutting-edge medical technology at your service,healthcare,LinkedIn,2024-01-27,Saturday,9,27327,340,0.0125,3.81,1296.74,10,0.0314,1645.81,0.269,0.5,Medium
AD_0734,💻 Cut costs by 40% with our automated solutions. Try free trial!,tech,Google Ads,2024-01-09,Tuesday,10,28369,926,0.0327,2.4,2222.11,39,0.0426,11102.76,3.996,0.65,High
AD_0735,⚡ Speed up your workflow with cutting-edge technology,tech,Instagram,2024-12-27,Friday,23,5994,94,0.0158,0.71,66.9,5,0.0562,1222.8,17.277,0.65,High
AD_0736,"🏦 Bank with confidence. Zero fees, maximum returns",finance,LinkedIn,2024-08-02,Friday,5,12819,49,0.0039,2.46,120.78,0,0.0107,0.0,-1.0,0.5,Low
AD_0737,🔥 Hot deals alert! Don't miss out on savings,ecommerce,LinkedIn,2024-06-28,Friday,7,46178,413,0.009,2.42,998.8,3,0.0095,313.87,-0.686,0.75,Low
AD_0738,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Facebook,2024-03-13,Wednesday,20,35899,879,0.0245,1.87,1644.19,22,0.0254,2979.12,0.812,0.5,High
AD_0739,⚕️ Trusted healthcare providers in your area,healthcare,Facebook,2024-01-12,Friday,23,1534,15,0.01,1.08,16.19,0,0.0175,0.0,-1.0,0.55,Low
AD_0740,🔒 Protect your assets with our secure solutions,finance,Facebook,2024-08-17,Saturday,13,2172,35,0.0165,0.32,11.18,0,0.0197,0.0,-1.0,0.55,Low
AD_0741,🏥 Book your health checkup online. Easy scheduling!,healthcare,LinkedIn,2024-09-30,Monday,6,25054,147,0.0059,5.02,737.37,3,0.0233,378.34,-0.487,0.5,Low
AD_0742,📊 Smart investment tools for modern investors,finance,Google Ads,2024-10-19,Saturday,22,44965,1286,0.0286,2.86,3681.97,18,0.0144,3810.43,0.035,0.5,Medium
AD_0743,💻 Cut costs by 40% with our automated solutions. Try free trial!,tech,Facebook,2024-11-06,Wednesday,17,6204,124,0.0201,0.79,97.71,4,0.0337,1026.01,9.5,0.65,High
AD_0744,"💸 Save more, spend wisely. Download our app!",finance,Instagram,2024-05-06,Monday,6,34541,487,0.0141,1.05,511.17,10,0.0221,1027.66,1.01,0.65,High
AD_0745,💊 Prescription delivery to your door. Order now!,healthcare,Instagram,2024-04-11,Thursday,21,3567,43,0.0122,2.0,86.03,0,0.0144,0.0,-1.0,0.6,Low
AD_0746,🔬 Cutting-edge medical technology at your service,healthcare,Instagram,2024-08-19,Monday,12,24331,240,0.0099,1.31,313.27,4,0.0187,361.06,0.153,0.5,Medium
AD_0747,💊 Prescription delivery to your door. Order now!,healthcare,Instagram,2024-05-15,Wednesday,11,21116,137,0.0065,0.81,111.17,2,0.0193,302.04,1.717,0.6,High
AD_0748,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Facebook,2024-11-12,Tuesday,21,8868,163,0.0184,1.45,235.6,0,0.001,0.0,-1.0,0.5,Low
AD_0749,📦 Free shipping on orders over $50. Limited time!,ecommerce,LinkedIn,2024-09-18,Wednesday,4,9433,95,0.0101,3.12,296.55,3,0.0398,207.21,-0.301,0.75,Low
AD_0750,📦 Free shipping on orders over $50. Limited time!,ecommerce,Instagram,2024-04-02,Tuesday,9,39968,415,0.0104,0.79,328.6,17,0.0416,708.98,1.158,0.75,High
AD_0751,⚡ Speed up your workflow with cutting-edge technology,tech,Google Ads,2024-05-24,Friday,22,18400,632,0.0344,3.13,1980.26,9,0.0146,2384.11,0.204,0.65,Medium
AD_0752,🎯 Financial planning made simple. Book consultation,finance,Facebook,2024-06-11,Tuesday,19,13817,280,0.0203,1.1,307.43,3,0.0133,336.28,0.094,0.5,Medium
AD_0753,🎯 Financial planning made simple. Book consultation,finance,Instagram,2024-06-13,Thursday,5,38265,405,0.0106,1.36,551.86,2,0.0057,199.01,-0.639,0.5,Low
AD_0754,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Facebook,2024-08-03,Saturday,5,42395,486,0.0115,1.08,522.59,13,0.0271,2846.37,4.447,0.5,High
AD_0755,"💚 Your health, our priority. Comprehensive care plans",healthcare,Facebook,2024-02-24,Saturday,5,40121,818,0.0204,1.23,1004.88,6,0.0085,106.76,-0.894,0.5,Low
AD_0756,💎 Luxury items at affordable prices. Shop today!,ecommerce,Instagram,2024-08-28,Wednesday,1,22271,208,0.0094,0.54,111.92,4,0.0202,300.93,1.689,0.6,High
